unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,income_category,clv_category
4018,WN69789,california,2526.729022,no,Basic,college,2011-02-04,Employed,f,33485,Suburban,Married,63,6.0,41,0.0,1,personal auto,Personal L3,Offer4,Call Center,343.705799,four-door car,Medsize,A,2,medium,medium
4019,TT82373,california,10937.1785,no,Extended,bachelor,2011-01-08,Employed,f,21450,Suburban,Married,138,15.0,35,0.0,4,personal auto,Personal L2,Offer1,Branch,938.513425,sports car,Medsize,A,1,low,high
4020,RN82884,arizona,4282.947971,yes,Basic,college,2011-02-26,Employed,f,40864,Rural,Married,109,16.0,70,1.0,1,personal auto,Personal L3,Offer1,Agent,166.937747,four-door car,Medsize,A,2,medium,medium
4021,BH35482,washington,4930.949334,no,Basic,doctor,2011-01-20,Employed,m,70412,Rural,Married,61,27.0,12,0.0,3,corporate auto,Corporate L3,Offer3,Web,136.291083,two-door car,Medsize,A,1,high,medium
4022,HF11584,california,12913.49818,no,Basic,master,2011-01-11,Employed,m,62448,Suburban,Married,107,0.0,11,0.0,2,personal auto,Personal L3,Offer1,Branch,513.6,suv,Medsize,A,1,medium,high
4023,GL33494,oregon,5460.373249,no,Basic,master,2011-02-15,Employed,f,31530,Suburban,Married,69,24.0,47,1.0,3,personal auto,Personal L3,Offer1,Branch,331.2,two-door car,Medsize,A,2,medium,high
4024,HK40573,california,14382.56463,no,Extended,college,2011-01-08,Employed,m,52174,Urban,Married,121,22.0,25,0.0,2,personal auto,Personal L2,Offer1,Call Center,403.737293,suv,Medsize,A,1,medium,high
4025,IW56740,oregon,15519.67161,no,Extended,high school or below,2011-01-20,Medical Leave,m,23402,Suburban,Divorced,82,3.0,28,0.0,2,personal auto,Personal L3,Offer3,Agent,393.6,two-door car,Medsize,A,1,low,high
4026,XL58577,california,12168.74492,yes,Basic,bachelor,2011-02-05,Retired,m,14973,Suburban,Divorced,115,2.0,75,0.0,2,personal auto,Personal L2,Offer1,Branch,828.0,suv,Medsize,A,2,low,high
4027,KY32675,arizona,14970.28509,no,Extended,high school or below,2011-01-11,Employed,m,85297,Suburban,Married,93,7.0,91,0.0,2,special auto,Special L3,Offer2,Branch,620.011594,two-door car,Small,A,1,high,high
4028,ST27958,washington,4386.277558,yes,Basic,college,2011-02-11,Retired,m,10621,Suburban,Single,67,28.0,22,0.0,5,personal auto,Personal L3,Offer1,Agent,321.6,four-door car,Medsize,A,2,low,medium
4029,UG72692,oregon,2378.090679,no,Basic,bachelor,2011-01-08,Unemployed,m,0,Suburban,Single,70,35.0,74,0.0,1,personal auto,Personal L3,Offer1,Branch,734.072654,four-door car,Small,A,1,low,medium
4030,WO30947,washington,5348.30258,no,Basic,bachelor,2011-01-08,Employed,m,31572,Urban,Married,70,14.0,95,3.0,3,personal auto,Personal L2,Offer2,Call Center,292.434826,four-door car,Medsize,A,1,medium,high
4031,OM99303,arizona,2701.488341,no,Basic,high school or below,2011-01-05,Employed,f,76310,Suburban,Married,67,1.0,33,0.0,1,personal auto,Personal L3,Offer4,Branch,321.6,two-door car,Medsize,A,1,high,medium
4032,LP47259,arizona,8324.23271,no,Extended,high school or below,2011-01-01,Unemployed,m,0,Suburban,Single,121,11.0,92,0.0,5,corporate auto,Corporate L3,Offer2,Branch,871.2,sports car,Medsize,A,1,low,high
4033,GP67583,arizona,8207.777598,no,Premium,college,2011-01-12,Employed,m,35349,Suburban,Married,102,7.0,2,0.0,4,personal auto,Personal L3,Offer1,Web,489.6,four-door car,Medsize,A,1,medium,high
4034,MC53402,washington,2215.912948,no,Basic,college,2011-01-04,Unemployed,m,0,Suburban,Single,66,31.0,14,0.0,1,personal auto,Personal L2,Offer3,Branch,389.944994,two-door car,Medsize,A,1,low,medium
4035,WK52692,oregon,4627.090729,no,Extended,college,2011-01-16,Medical Leave,f,29124,Suburban,Married,129,15.0,41,4.0,1,personal auto,Personal L2,Offer1,Call Center,619.2,suv,Medsize,A,1,low,medium
4036,WH36754,oregon,19088.34203,no,Basic,college,2011-01-21,Employed,f,32775,Urban,Divorced,61,10.0,73,0.0,2,personal auto,Personal L1,Offer1,Branch,251.886847,four-door car,Small,A,1,medium,high
4037,OJ33945,oregon,8692.636838,no,Basic,high school or below,2011-01-08,Employed,f,97768,Rural,Divorced,72,15.149070740488469,14,0.384256105867471,2,personal auto,Personal L1,Offer3,Agent,151.843731,two-door car,Medsize,A,1,high,high
4038,XC15133,nevada,2574.020376,yes,Basic,master,2011-01-14,Employed,f,34990,Rural,Single,65,23.0,73,0.0,1,personal auto,Personal L3,Offer2,Web,42.689135,four-door car,Medsize,A,1,medium,medium
4039,VM77872,california,7685.652168,no,Premium,high school or below,2011-01-05,Unemployed,m,0,Suburban,Single,111,22.0,95,0.0,3,corporate auto,Corporate L3,Offer3,Branch,799.2,four-door car,Large,A,1,low,high
4040,QK23742,california,2302.818965,no,Basic,college,2011-02-11,Unemployed,f,0,Suburban,Single,63,13.0,48,0.0,1,corporate auto,Corporate L2,Offer3,Web,732.638975,four-door car,Large,A,2,low,medium
4041,KL27226,california,6412.368115,no,Extended,bachelor,2011-01-02,Employed,m,58776,Suburban,Divorced,83,20.0,50,2.0,4,personal auto,Personal L3,Offer3,Branch,478.750667,four-door car,Medsize,A,1,medium,high
4042,HH49391,california,9414.943031,no,Extended,high school or below,2011-01-10,Retired,m,15741,Suburban,Divorced,132,14.0,4,0.0,4,special auto,Special L1,Offer3,Web,633.6,suv,Medsize,A,1,low,high
4043,NE16405,california,2582.408525,yes,Basic,bachelor,2011-02-14,Employed,f,76731,Urban,Married,64,2.0,68,0.0,1,personal auto,Personal L2,Offer2,Agent,201.455005,four-door car,Medsize,A,2,high,medium
4044,CS15289,oregon,16138.41628,no,Basic,master,2011-02-05,Employed,f,79041,Rural,Married,199,14.0,48,0.0,3,personal auto,Personal L3,Offer2,Branch,419.26062,luxury suv,Small,A,2,high,high
4045,QG45324,california,8204.863191,no,Basic,high school or below,2011-01-02,Unemployed,f,0,Suburban,Married,73,9.0,14,0.0,2,personal auto,Personal L2,Offer1,Agent,350.4,four-door car,Medsize,A,1,low,high
4046,ZR11692,california,5103.296644,no,Basic,bachelor,2011-01-29,Employed,m,74948,Urban,Married,64,23.0,43,0.0,8,corporate auto,Corporate L3,Offer3,Call Center,216.744457,four-door car,Medsize,A,1,high,high
4047,LC90366,nevada,16473.16905,yes,Basic,bachelor,2011-02-24,Retired,m,22828,Suburban,Married,106,11.0,54,0.0,2,personal auto,Personal L2,Offer1,Agent,508.8,four-door car,Medsize,A,2,low,high
4048,TK13024,oregon,4408.071476,no,Basic,college,2011-02-03,Employed,m,80640,Urban,Married,111,2.0,84,0.0,1,personal auto,Personal L3,Offer2,Web,313.270725,suv,Medsize,A,2,high,medium
4049,KA95160,arizona,23207.24981,no,Basic,master,2011-02-03,Employed,f,89918,Urban,Divorced,115,15.149070740488469,42,0.384256105867471,2,personal auto,Personal L3,Offer4,Web,423.116739,suv,Medsize,A,2,high,high
4050,CC88237,california,5257.241485,no,Basic,high school or below,2011-01-24,Employed,m,56154,Suburban,Single,67,15.149070740488469,26,0.384256105867471,4,personal auto,Personal L3,Offer3,Web,386.160674,two-door car,Small,A,1,medium,high
4051,DT53270,washington,4896.271406,no,Basic,college,2011-01-07,Unemployed,f,0,Suburban,Single,71,9.0,6,0.0,3,personal auto,Personal L3,Offer2,Agent,421.147532,four-door car,Large,A,1,low,medium
4052,ZX23819,oregon,7984.086473,no,Basic,high school or below,2011-02-10,Unemployed,f,0,Suburban,Single,72,1.0,77,0.0,2,personal auto,Personal L3,Offer2,Call Center,866.208321,two-door car,Large,A,2,low,high
4053,OG72448,arizona,8150.573759,no,Premium,bachelor,2011-01-28,Unemployed,m,0,Suburban,Single,114,11.0,20,0.0,3,personal auto,Personal L2,Offer2,Branch,1310.46158,four-door car,Small,A,1,low,high
4054,GE63585,california,2420.711888,no,Basic,bachelor,2011-02-07,Employed,m,31710,Urban,Divorced,62,5.0,29,0.0,1,corporate auto,Corporate L3,Offer1,Call Center,199.551735,two-door car,Medsize,A,2,medium,medium
4055,YY29772,arizona,2725.322949,no,Basic,high school or below,2011-01-04,Employed,f,45025,Suburban,Married,69,35.0,85,1.0,1,personal auto,Personal L2,Offer1,Agent,452.271771,four-door car,Medsize,A,1,medium,medium
4056,SD64087,california,15014.0927,no,Premium,college,2011-01-19,Employed,m,32961,Suburban,Married,190,15.149070740488469,53,0.384256105867471,3,corporate auto,Corporate L2,Offer1,Branch,912.0,suv,Small,A,1,medium,high
4057,ZZ22193,california,5704.679894,no,Basic,master,2011-01-05,Employed,f,37675,Suburban,Single,71,25.0,80,0.0,3,personal auto,Personal L2,Offer1,Agent,380.919824,four-door car,Medsize,A,1,medium,high
4058,US34108,california,4773.656279,no,Basic,bachelor,2011-02-19,Employed,f,27725,Suburban,Married,63,1.0,93,4.0,4,personal auto,Personal L1,Offer1,Branch,302.4,four-door car,Medsize,A,2,low,medium
4059,SK27185,california,6672.05628,no,Premium,college,2011-01-16,Employed,f,50537,Rural,Married,165,10.0,35,0.0,1,personal auto,Personal L3,Offer1,Branch,60.005031,four-door car,Medsize,A,1,medium,high
4060,HX55735,nevada,4462.997006,yes,Basic,bachelor,2011-01-30,Unemployed,f,0,Suburban,Single,73,35.0,52,3.0,5,personal auto,Personal L3,Offer1,Web,350.4,two-door car,Medsize,A,1,low,medium
4061,YT37186,california,17526.17908,no,Extended,bachelor,2011-01-19,Employed,f,52228,Suburban,Married,220,29.0,72,1.0,8,personal auto,Personal L3,Offer3,Agent,1056.0,luxury suv,Medsize,A,1,medium,high
4062,IA87250,arizona,2620.903729,no,Basic,master,2011-02-07,Employed,f,39278,Rural,Divorced,66,29.0,45,0.0,1,personal auto,Personal L2,Offer4,Branch,65.590217,four-door car,Medsize,A,2,medium,medium
4063,JF25129,california,8509.850887,yes,Basic,master,2011-01-31,Disabled,m,26057,Suburban,Divorced,74,15.149070740488469,63,0.384256105867471,2,personal auto,Personal L2,Offer1,Call Center,523.888845,four-door car,Small,A,1,low,high
4064,QO79771,california,3242.043926,no,Extended,master,2011-02-10,Employed,f,72330,Rural,Married,81,2.0,50,2.0,1,personal auto,Personal L3,Offer2,Call Center,126.509441,four-door car,Small,A,2,high,medium
4065,KU13616,california,11315.20373,yes,Premium,bachelor,2011-02-16,Disabled,f,11885,Suburban,Divorced,101,18.0,39,0.0,2,personal auto,Personal L2,Offer1,Agent,484.8,four-door car,Medsize,A,2,low,high
4066,HB24005,california,2347.048112,no,Basic,college,2011-02-02,Employed,m,31617,Urban,Single,62,17.0,29,1.0,1,personal auto,Personal L1,Offer1,Agent,244.269407,four-door car,Small,A,2,medium,medium
4067,VN30344,california,5412.696604,no,Extended,college,2011-01-22,Unemployed,m,0,Suburban,Single,80,8.0,44,0.0,3,personal auto,Personal L3,Offer2,Agent,576.0,four-door car,Small,A,1,low,high
4068,EO95783,arizona,26763.82631,no,Basic,high school or below,2011-01-22,Employed,m,84178,Rural,Divorced,74,34.0,80,0.0,2,personal auto,Personal L3,Offer2,Call Center,12.588784,two-door car,Medsize,A,1,high,high
4069,SO40738,california,9406.381948,no,Basic,high school or below,2011-02-10,Employed,f,99189,Rural,Single,117,27.0,27,0.0,3,corporate auto,Corporate L3,Offer3,Web,75.302707,suv,Medsize,A,2,high,high
4070,VL34577,california,2596.1852,no,Basic,high school or below,2011-02-09,Unemployed,f,0,Suburban,Single,72,3.0,65,0.0,1,personal auto,Personal L3,Offer1,Agent,345.6,two-door car,Medsize,A,2,low,medium
4071,CN13435,california,5493.698779,no,Basic,college,2011-01-10,Employed,f,44369,Urban,Married,68,13.0,22,0.0,8,personal auto,Personal L3,Offer4,Call Center,185.291566,four-door car,Medsize,A,1,medium,high
4072,NC47038,arizona,8788.532018,no,Basic,high school or below,2011-01-10,Employed,m,91171,Suburban,Married,110,3.0,64,0.0,8,personal auto,Personal L2,Offer2,Agent,771.39748,suv,Medsize,A,1,high,high
4073,GY40926,california,2612.528734,no,Basic,college,2011-01-26,Employed,m,37073,Suburban,Married,66,16.0,35,0.0,1,personal auto,Personal L3,Offer2,Branch,316.8,four-door car,Medsize,A,1,medium,medium
4074,XR70252,california,4788.932598,no,Basic,high school or below,2011-02-22,Unemployed,f,0,Suburban,Married,67,2.0,49,1.0,3,personal auto,Personal L2,Offer2,Web,321.6,two-door car,Medsize,A,2,low,medium
4075,WC42895,california,22110.39804,no,Basic,bachelor,2011-02-13,Employed,f,65724,Rural,Single,70,13.0,66,0.0,2,personal auto,Personal L3,Offer2,Agent,14.518312,four-door car,Medsize,A,2,medium,high
4076,SY86059,california,3731.504584,no,Extended,high school or below,2011-02-24,Unemployed,f,0,Suburban,Married,96,31.0,34,0.0,1,corporate auto,Corporate L3,Offer1,Agent,460.8,four-door car,Large,A,2,low,medium
4077,VJ73478,oregon,4058.668736,no,Basic,bachelor,2011-02-22,Unemployed,m,0,Suburban,Single,117,13.0,69,0.0,1,personal auto,Personal L1,Offer3,Web,842.4,sports car,Medsize,A,2,low,medium
4078,LJ15849,arizona,3554.845264,yes,Extended,master,2011-01-10,Employed,f,58557,Rural,Married,88,4.0,83,0.0,1,personal auto,Personal L2,Offer1,Branch,55.510526,four-door car,Large,A,1,medium,medium
4079,XS98744,oregon,5096.673223,yes,Basic,master,2011-01-28,Disabled,f,22886,Suburban,Divorced,65,9.0,81,0.0,3,special auto,Special L1,Offer1,Agent,312.0,four-door car,Small,A,1,low,high
4080,DP50640,california,2548.842787,no,Basic,bachelor,2011-01-05,Employed,m,47346,Suburban,Married,65,6.0,35,0.0,1,personal auto,Personal L3,Offer2,Call Center,312.0,four-door car,Small,A,1,medium,medium
4081,FG47217,california,2538.857089,no,Basic,bachelor,2011-02-11,Employed,m,99824,Suburban,Married,63,1.0,56,0.0,1,special auto,Special L2,Offer1,Agent,302.4,four-door car,Medsize,A,2,high,medium
4082,TY87896,california,11875.89915,no,Basic,high school or below,2011-01-23,Unemployed,m,0,Suburban,Married,108,23.0,55,0.0,2,personal auto,Personal L2,Offer2,Branch,518.4,suv,Medsize,A,1,low,high
4083,LC86277,oregon,3336.219942,no,Extended,high school or below,2011-01-06,Disabled,m,19447,Suburban,Married,89,6.0,6,0.0,1,corporate auto,Corporate L3,Offer2,Call Center,640.8,four-door car,Medsize,A,1,low,medium
4084,QV30663,nevada,9863.502214,no,Extended,master,2011-02-28,Employed,f,99654,Rural,Married,121,15.149070740488469,95,0.384256105867471,3,personal auto,Personal L3,Offer3,Call Center,272.788141,suv,Medsize,A,2,high,high
4085,FR34560,oregon,2506.263939,no,Basic,master,2011-02-23,Medical Leave,f,17193,Suburban,Divorced,66,4.0,3,0.0,1,corporate auto,Corporate L3,Offer1,Web,316.8,four-door car,Medsize,A,2,low,medium
4086,SZ94413,california,3286.440915,no,Extended,high school or below,2011-02-28,Employed,m,30706,Urban,Married,84,6.0,34,0.0,1,personal auto,Personal L2,Offer2,Agent,225.654806,four-door car,Medsize,A,2,medium,medium
4087,LR79755,california,2862.180262,no,Basic,college,2011-01-15,Employed,m,74034,Urban,Divorced,72,20.0,64,0.0,1,personal auto,Personal L3,Offer2,Branch,267.415871,four-door car,Medsize,A,1,high,medium
4088,KA95976,california,5392.502531,no,Basic,high school or below,2011-01-18,Employed,f,80550,Urban,Married,68,16.0,67,3.0,7,personal auto,Personal L3,Offer1,Branch,265.516965,four-door car,Medsize,A,1,high,high
4089,DU66620,nevada,4582.685265,no,Basic,college,2011-02-13,Medical Leave,m,19065,Suburban,Married,61,15.149070740488469,29,0.384256105867471,7,personal auto,Personal L2,Offer4,Call Center,292.8,two-door car,Medsize,A,2,low,medium
4090,QU55718,california,10978.7834,no,Extended,bachelor,2011-02-12,Employed,f,92914,Suburban,Married,136,24.0,55,0.0,8,personal auto,Personal L1,Offer1,Agent,979.2,sports car,Large,A,2,high,high
4091,PN21042,arizona,4538.847818,no,Basic,bachelor,2011-02-17,Employed,m,82297,Rural,Single,116,5.0,62,0.0,1,personal auto,Personal L3,Offer1,Call Center,0.382107,sports car,Medsize,A,2,high,medium
4092,JB76199,oregon,2415.415525,no,Basic,college,2011-02-14,Employed,f,40903,Suburban,Married,61,12.0,5,0.0,1,corporate auto,Corporate L3,Offer2,Call Center,409.88696,four-door car,Small,A,2,medium,medium
4093,IK92617,oregon,11628.73401,no,Extended,bachelor,2011-02-11,Employed,f,97830,Urban,Married,96,3.0,61,0.0,2,personal auto,Personal L3,Offer1,Agent,298.362415,four-door car,Small,A,2,high,high
4094,FK95213,california,18611.45356,no,Extended,master,2011-01-16,Employed,f,49673,Urban,Married,232,27.0,57,0.0,7,personal auto,Personal L3,Offer2,Web,1021.654003,luxury suv,Medsize,A,1,medium,high
4095,UY85263,california,11255.46343,no,Extended,bachelor,2011-02-03,Employed,f,88858,Urban,Married,93,2.0,60,0.0,2,personal auto,Personal L2,Offer2,Agent,310.36774,four-door car,Small,A,2,high,high
4096,YB96664,washington,4974.801539,yes,Basic,bachelor,2011-01-18,Employed,m,75644,Suburban,Divorced,65,5.0,68,3.0,9,corporate auto,Corporate L3,Offer2,Branch,467.803638,two-door car,Medsize,A,1,high,medium
4097,IS53899,california,6992.531494,no,Extended,college,2011-02-22,Employed,f,94652,Suburban,Married,86,18.0,88,0.0,3,personal auto,Personal L3,Offer1,Branch,412.8,four-door car,Medsize,A,2,high,high
4098,EG97649,oregon,3451.10244,no,Basic,college,2011-01-31,Unemployed,f,0,Suburban,Divorced,104,19.0,65,2.0,1,personal auto,Personal L1,Offer1,Branch,499.2,suv,Small,A,1,low,medium
4099,EF41225,california,14627.92807,no,Extended,college,2011-02-19,Employed,f,40711,Suburban,Married,121,12.0,38,0.0,2,personal auto,Personal L3,Offer3,Web,580.8,suv,Medsize,A,2,medium,high
4100,XO92596,california,6005.847375,yes,Extended,college,2011-02-23,Retired,m,13528,Suburban,Single,86,21.0,35,0.0,3,personal auto,Personal L3,Offer1,Agent,412.8,four-door car,Medsize,A,2,low,high
4101,DY34902,oregon,5168.152276,no,Basic,high school or below,2011-01-09,Employed,f,81182,Suburban,Single,64,3.0,45,0.0,8,corporate auto,Corporate L2,Offer2,Branch,307.2,four-door car,Small,A,1,high,high
4102,LH94176,arizona,8203.221246,no,Basic,high school or below,2011-01-04,Employed,m,38595,Suburban,Divorced,74,5.0,42,3.0,2,personal auto,Personal L3,Offer1,Branch,415.550209,four-door car,Medsize,A,1,medium,high
4103,EC51047,california,8915.172898,no,Extended,bachelor,2011-01-23,Employed,f,31991,Suburban,Single,81,15.0,22,3.0,2,personal auto,Personal L2,Offer2,Agent,548.321886,four-door car,Small,A,1,medium,high
4104,OB63331,arizona,2813.50617,no,Basic,doctor,2011-01-27,Employed,f,50397,Suburban,Married,70,34.0,77,0.0,1,corporate auto,Corporate L1,Offer2,Web,350.65008,four-door car,Small,A,1,medium,medium
4105,RC61383,oregon,11925.71535,no,Basic,high school or below,2011-01-17,Employed,m,28014,Suburban,Single,104,14.0,37,0.0,2,personal auto,Personal L2,Offer4,Branch,631.594469,suv,Small,A,1,low,high
4106,EU59853,california,4126.61326,no,Premium,college,2011-02-20,Employed,m,34080,Rural,Married,107,11.0,48,1.0,1,personal auto,Personal L3,Offer4,Branch,220.644418,four-door car,Medsize,A,2,medium,medium
4107,FN66189,oregon,15417.73444,no,Extended,college,2011-02-08,Employed,f,84376,Rural,Married,96,5.0,54,0.0,2,personal auto,Personal L3,Offer4,Branch,43.578516,four-door car,Medsize,A,2,high,high
4108,EI10204,oregon,15114.40241,yes,Basic,high school or below,2011-01-19,Medical Leave,f,28513,Suburban,Married,100,4.0,22,1.0,2,personal auto,Personal L2,Offer2,Call Center,480.0,suv,Medsize,A,1,low,high
4109,PG26401,california,9191.672825,no,Basic,high school or below,2011-01-24,Employed,m,77603,Suburban,Married,114,10.0,83,0.0,8,personal auto,Personal L1,Offer2,Call Center,547.2,suv,Medsize,A,1,high,high
4110,WE11250,washington,12200.78537,no,Basic,college,2011-02-06,Employed,f,60282,Rural,Married,102,23.0,87,0.0,2,corporate auto,Corporate L3,Offer1,Agent,120.083224,suv,Large,A,2,medium,high
4111,UQ73252,arizona,4636.54647,yes,Basic,college,2011-01-01,Retired,m,26802,Suburban,Married,66,7.0,43,1.0,5,personal auto,Personal L3,Offer2,Agent,316.8,two-door car,Medsize,A,1,low,medium
4112,EJ90880,california,2790.458197,no,Basic,college,2011-01-25,Employed,m,28786,Suburban,Married,71,30.0,69,1.0,1,personal auto,Personal L3,Offer1,Agent,345.619809,four-door car,Medsize,A,1,low,medium
4113,EM29359,nevada,7126.596501,no,Basic,college,2011-02-03,Medical Leave,m,17483,Suburban,Married,183,24.0,63,0.0,1,personal auto,Personal L1,Offer2,Web,1317.6,luxury car,Large,A,2,low,high
4114,AZ36763,arizona,11834.73469,no,Extended,bachelor,2011-02-17,Unemployed,f,0,Suburban,Single,85,12.0,37,0.0,2,personal auto,Personal L2,Offer2,Agent,612.0,four-door car,Medsize,A,2,low,high
4115,WU76366,arizona,4983.897914,no,Basic,bachelor,2011-02-02,Employed,m,28726,Suburban,Divorced,65,13.0,88,0.0,3,personal auto,Personal L1,Offer1,Agent,468.0,four-door car,Small,A,2,low,medium
4116,VI18029,washington,2414.638309,no,Basic,bachelor,2011-02-26,Employed,m,79271,Urban,Married,62,24.0,63,4.0,1,personal auto,Personal L3,Offer2,Agent,232.753598,four-door car,Medsize,A,2,high,medium
4117,CK40732,california,7611.212764,no,Premium,high school or below,2011-01-13,Unemployed,f,0,Suburban,Single,103,33.0,54,0.0,3,special auto,Special L2,Offer1,Agent,741.6,four-door car,Medsize,A,1,low,high
4118,CT62892,california,7868.808884,no,Basic,bachelor,2011-01-10,Unemployed,f,0,Suburban,Married,107,28.0,14,0.0,7,personal auto,Personal L3,Offer1,Agent,513.6,suv,Small,A,1,low,high
4119,WJ92113,california,14031.70468,no,Premium,bachelor,2011-02-24,Employed,f,91061,Suburban,Married,116,22.0,95,0.0,2,personal auto,Personal L2,Offer1,Agent,556.8,four-door car,Medsize,A,2,high,high
4120,IF87079,arizona,5801.128252,no,Basic,master,2011-02-14,Employed,f,48927,Rural,Divorced,72,1.0,51,0.0,9,personal auto,Personal L2,Offer1,Agent,139.354893,four-door car,Medsize,A,2,medium,high
4121,AY29281,arizona,9408.343519,no,Extended,bachelor,2011-01-10,Unemployed,f,0,Suburban,Single,85,11.0,27,0.0,2,corporate auto,Corporate L2,Offer1,Agent,408.0,four-door car,Medsize,A,1,low,high
4122,BP83941,california,8396.327608,no,Basic,master,2011-02-21,Unemployed,f,0,Suburban,Married,115,18.0,80,1.0,3,personal auto,Personal L2,Offer3,Web,552.0,suv,Medsize,A,2,low,high
4123,FZ30935,california,6066.115969,no,Extended,college,2011-02-25,Employed,m,32627,Suburban,Married,76,11.0,60,0.0,7,personal auto,Personal L2,Offer1,Agent,380.036697,two-door car,Small,A,2,medium,high
4124,FE93665,oregon,7897.015071,no,Basic,high school or below,2011-01-30,Unemployed,f,0,Suburban,Single,72,8.0,54,0.0,2,personal auto,Personal L2,Offer1,Agent,518.4,four-door car,Medsize,A,1,low,high
4125,UL55837,nevada,11130.11974,no,Extended,bachelor,2011-01-25,Employed,f,42928,Suburban,Married,93,15.149070740488469,65,0.384256105867471,2,personal auto,Personal L3,Offer1,Call Center,651.623195,four-door car,Large,A,1,medium,high
4126,OQ10108,oregon,8937.118615,no,Extended,high school or below,2011-01-04,Unemployed,m,0,Suburban,Married,126,16.0,69,0.0,8,personal auto,Personal L2,Offer1,Branch,604.8,suv,Small,A,1,low,high
4127,SF15712,oregon,3903.802262,no,Extended,high school or below,2011-02-21,Employed,m,51833,Rural,Divorced,99,1.0,18,0.0,1,personal auto,Personal L3,Offer3,Agent,190.509609,four-door car,Medsize,A,2,medium,medium
4128,BM15160,california,8496.352846,no,Basic,high school or below,2011-02-04,Employed,f,44624,Rural,Married,71,10.0,79,1.0,2,special auto,Special L3,Offer4,Web,73.883044,four-door car,Medsize,A,2,medium,high
4129,EM32982,arizona,4472.334422,no,Basic,doctor,2011-01-26,Employed,f,53519,Urban,Married,111,7.0,37,0.0,1,corporate auto,Corporate L2,Offer4,Call Center,520.036279,suv,Medsize,A,1,medium,medium
4130,QN17712,oregon,8231.223361,no,Basic,college,2011-01-11,Unemployed,f,0,Urban,Divorced,113,4.0,70,0.0,4,personal auto,Personal L3,Offer1,Web,373.073162,suv,Medsize,A,1,low,high
4131,PW98890,oregon,2665.737082,no,Basic,bachelor,2011-01-19,Employed,f,81538,Urban,Divorced,66,3.0,46,0.0,1,personal auto,Personal L1,Offer4,Call Center,272.844816,four-door car,Small,A,1,high,medium
4132,VK98618,arizona,7751.855026,no,Basic,college,2011-02-13,Unemployed,f,0,Suburban,Single,105,14.0,21,0.0,7,personal auto,Personal L3,Offer2,Agent,756.0,suv,Large,A,2,low,high
4133,TC81636,arizona,10196.1106,no,Basic,high school or below,2011-01-07,Unemployed,m,0,Suburban,Single,100,9.0,75,0.0,2,corporate auto,Corporate L3,Offer4,Web,720.0,suv,Medsize,A,1,low,high
4134,JQ84105,oregon,2360.601748,no,Basic,high school or below,2011-01-21,Unemployed,f,0,Suburban,Single,65,14.0,5,0.0,1,corporate auto,Corporate L3,Offer1,Web,468.0,four-door car,Small,A,1,low,medium
4135,YT56442,california,2642.932059,no,Basic,college,2011-01-20,Employed,m,58729,Rural,Married,68,2.0,67,2.0,1,corporate auto,Corporate L3,Offer1,Web,94.845076,four-door car,Medsize,A,1,medium,medium
4136,JS36743,california,2378.667328,no,Basic,bachelor,2011-01-29,Employed,m,54753,Suburban,Single,61,5.0,99,0.0,1,personal auto,Personal L2,Offer1,Agent,292.8,four-door car,Medsize,A,1,medium,medium
4137,JK74110,california,3980.421464,no,Extended,high school or below,2011-01-08,Employed,m,98333,Urban,Married,99,16.0,69,1.0,1,personal auto,Personal L3,Offer1,Branch,459.048775,four-door car,Medsize,A,1,high,medium
4138,NU25698,oregon,13995.68999,no,Extended,high school or below,2011-02-16,Employed,f,48245,Suburban,Married,121,16.0,21,3.0,2,personal auto,Personal L3,Offer1,Agent,580.8,suv,Medsize,A,2,medium,high
4139,KU14261,arizona,7268.096004,no,Extended,master,2011-02-04,Employed,f,38179,Urban,Married,90,12.0,91,1.0,3,personal auto,Personal L1,Offer1,Call Center,374.716271,four-door car,Medsize,A,2,medium,high
4140,RE63028,nevada,6486.111674,no,Extended,high school or below,2011-02-15,Employed,f,87210,Urban,Single,81,3.0,26,0.0,9,personal auto,Personal L2,Offer3,Call Center,353.592003,four-door car,Medsize,A,2,high,high
4141,NK53902,oregon,6459.640843,no,Extended,high school or below,2011-01-27,Employed,m,23235,Suburban,Married,82,15.149070740488469,46,0.384256105867471,3,personal auto,Personal L3,Offer2,Call Center,483.482031,four-door car,Large,A,1,low,high
4142,QT46430,california,8193.750001,no,Basic,college,2011-01-01,Medical Leave,f,12780,Rural,Married,111,17.0,53,2.0,6,personal auto,Personal L1,Offer2,Call Center,225.437098,sports car,Medsize,A,1,low,high
4143,JM77470,arizona,2352.3679,no,Basic,college,2011-01-19,Unemployed,f,0,Suburban,Divorced,64,4.0,61,0.0,1,corporate auto,Corporate L2,Offer1,Branch,381.062306,four-door car,Medsize,A,1,low,medium
4144,MR67738,oregon,2676.867914,no,Basic,high school or below,2011-02-04,Employed,f,54480,Suburban,Married,67,19.0,91,0.0,1,personal auto,Personal L1,Offer2,Branch,321.6,four-door car,Small,A,2,medium,medium
